Id,SalePrice
1578,158512.0447
1579,157200.3589
1580,214857.2896
1581,148738.5345
1582,131720.7998
1583,396405.4002
1584,262164.212
1585,150790.5872
1586,83453.00662
1587,88685.11777
1588,143218.9614
1589,107331.2567
1590,147039.4346
1591,96210.30145
1592,134208.5228
1593,129183.9786
1594,134681.7048
1595,125820.4051
1596,280246.8437
1597,218533.3471
1598,241892.8661
1599,195246.318
1600,200715.2272
1601,58668.75225
1602,113238.7133
1603,79747.48632
1604,316434.032
1605,275080.9985
1606,175495.9609
1607,178827.5341
1608,244553.7888
1609,214365.8874
1610,159367.7104
1611,149149.0152
1612,185808.8799
1613,165097.1533
1614,122436.1503
1615,79844.13556
1616,75049.96627
1617,91649.78943
1618,132179.1438
1619,134246.983
1620,186445.6979
1621,144237.8306
1622,143201.4
1623,329387.5256
1624,235711.299
1625,145809.0813
1626,180635.2003
1627,211883.6452
1628,326837.4012
1629,198060.3423
1630,548744.2409
1631,250002.7596
1632,269890.8176
1633,181813.2386
1634,198339.39
1635,197837.747
1636,171483.4241
1637,188275.9773
1638,230951.7795
1639,195738.0499
1640,280108.4127
1641,204775.5999
1642,258123.3817
1643,252637.1467
1644,256243.0533
1645,183480.1998
1646,168044.9798
1647,186472.6546
1648,136015.7051
1649,139935.8924
1650,123890.2493
1651,132449.7838
1652,100585.1802
1653,93646.05382
1654,167454.3872
1655,166430.4608
1656,162170.7959
1657,167454.3872
1658,158343.0026
1659,145810.8612
1660,159613.5408
1661,718330.7084
1662,550120.0602
1663,487728.0544
1664,865034.4425
1665,383612.2337
1666,379322.8859
1667,500393.1463
1668,410640.3567
1669,373260.5404
1670,446870.3552
1671,288882.2099
1672,745755.0323
1673,364354.3273
1674,277681.037
1675,207202.246
1676,201917.118
1677,240325.3784
1678,773929.3435
1679,513894.0664
1680,411390.8579
1681,328858.1927
1682,323147.9508
1683,195010.5692
1684,193801.1443
1685,187373.3405
1686,184391.9671
1687,180398.6606
1688,205190.4385
1689,206210.2613
1690,207861.1978
1691,195197.7314
1692,325657.5145
1693,188746.3105
1694,194045.7528
1695,177708.3952
1696,327247.5054
1697,179407.232
1698,478371.9
1699,342748.4473
1700,282554.0324
1701,300090.777
1702,297832.1049
1703,296955.6353
1704,354810.7519
1705,277922.2333
1706,764942.5544
1707,249566.4861
1708,228007.4864
1709,318840.3711
1710,246219.9098
1711,308021.3139
1712,268320.7821
1713,324982.3356
1714,240738.4865
1715,229495.0818
1716,197527.2952
1717,191362.8092
1718,148297.6195
1719,221611.9458
1720,272627.0709
1721,185075.6191
1722,145733.5693
1723,173201.1035
1724,241468.4743
1725,269561.3384
1726,186588.9067
1727,166010.1428
1728,205164.0403
1729,165905.0037
1730,172457.4413
1731,118939.67
1732,132754.9131
1733,128011.2574
1734,136993.2373
1735,141826.7219
1736,116516.1665
1737,426152.3251
1738,239744.1801
1739,341938.1356
1740,225702.9447
1741,212145.0491
1742,185815.4036
1743,191624.5127
1744,363486.7152
1745,240197.2764
1746,257920.869
1747,239084.1754
1748,235844.1598
1749,164051.6147
1750,152268.2125
1751,259782.909
1752,124632.9767
1753,149733.003
1754,239107.1752
1755,183066.0932
1756,132569.1168
1757,127349.704
1758,158680.6872
1759,177500.3595
1760,176781.2881
1761,165175.5036
1762,176158.4221
1763,194144.9554
1764,112554.2188
1765,181537.5229
1766,185487.8082
1767,229382.2829
1768,146015.219
1769,191952.7512
1770,156972.4022
1771,145480.0606
1772,152423.3898
1773,135231.4854
1774,154092.4823
1775,130862.6286
1776,128679.7015
1777,117305.0556
1778,148153.657
1779,101303.7276
1780,194734.4852
1781,134619.9168
1782,82452.11035
1783,134120.7588
1784,96827.39786
1785,118087.1029
1786,173115.7246
1787,166578.5727
1788,47925.27884
1789,98033.16559
1790,81418.5074
1791,184749.2693
1792,161571.4091
1793,163984.3965
1794,154475.9352
1795,145344.2114
1796,119218.3787
1797,132009.8832
1798,124994.6607
1799,113851.1239
1800,131174.4987
1801,129903.1002
1802,159628.9008
1803,159176.3536
1804,144436.4898
1805,150033.8904
1806,118332.4227
1807,140755.1942
1808,132118.4868
1809,116846.5682
1810,151816.4915
1811,94979.17238
1812,106990.8949
1813,121338.9049
1814,93713.14338
1815,57065.82014
1816,84475.83018
1817,124822.7924
1818,152377.6458
1819,124333.3996
1820,69343.36318
1821,108659.4792
1822,159848.3837
1823,50060.42176
1824,142410.7256
1825,125329.2017
1826,97299.60886
1827,111879.129
1828,147653.907
1829,115551.1088
1830,137410.5991
1831,186365.6161
1832,91899.98625
1833,159532.4447
1834,120521.178
1835,157048.4281
1836,121136.6823
1837,88028.13402
1838,120913.3301
1839,80792.78545
1840,161745.41
1841,149382.7565
1842,87977.07703
1843,147319.2416
1844,145308.507
1845,150770.0524
1846,175478.7568
1847,175213.7593
1848,58092.17061
1849,116846.6761
1850,127863.7498
1851,157110.6012
1852,126138.928
1853,133127.1094
1854,191552.681
1855,169784.088
1856,241277.4271
1857,193145.7362
1858,141576.7983
1859,131010.2496
1860,159582.5967
1861,131010.2496
1862,400034.8571
1863,397857.4361
1864,397857.4361
1865,392794.9053
1866,407617.7392
1867,283577.1949
1868,367378.0204
1869,226730.302
1870,288041.1655
1871,290427.3248
1872,189501.6965
1873,254918.5982
1874,149037.8227
1875,233823.6884
1876,209786.6553
1877,246000.3982
1878,225506.6024
1879,139714.5693
1880,138131.4627
1881,270333.5457
1882,284802.0964
1883,213542.7293
1884,227209.5874
1885,306778.1543
1886,349955.2859
1887,233918.1354
1888,349569.0526
1889,183234.9737
1890,131643.2519
1891,143078.0515
1892,117202.6553
1893,134629.2595
1894,130714.6765
1895,162334.281
1896,131583.1046
1897,135292.1116
1898,105507.2844
1899,175337.891
1900,152568.7005
1901,194463.2982
1902,172926.485
1903,261868.2103
1904,150174.6967
1905,201479.1141
1906,206987.9565
1907,242581.4478
1908,117808.8951
1909,140982.5795
1910,123518.7276
1911,242796.8449
1912,362779.5804
1913,164244.5928
1914,60672.8681
1915,371207.1825
1916,63923.85157
1917,309563.4325
1918,147738.8762
1919,162508.5237
1920,160193.6317
1921,622107.0864
1922,404528.7766
1923,232752.3582
1924,233665.6731
1925,247408.5953
1926,502569.6133
1927,138782.6413
1928,179122.1
1929,124492.8355
1930,134846.3253
1931,154759.6073
1932,144108.1613
1933,169766.0444
1934,200335.665
1935,186287.2603
1936,200158.3881
1937,202856.573
1938,195236.115
1939,295792.8006
1940,213376.2888
1941,192188.2643
1942,198444.1799
1943,225386.9318
1944,411319.3059
1945,480449.3011
1946,197046.9277
1947,423409.7785
1948,213300.4595
1949,264465.8294
1950,186895.5369
1951,295978.858
1952,249119.6203
1953,183465.3577
1954,220581.8147
1955,137403.4912
1956,367341.6485
1957,170797.5946
1958,361110.7791
1959,143656.0213
1960,116779.1654
1961,120264.9387
1962,105510.9851
1963,105630.5631
1964,113801.3672
1965,147844.4498
1966,158725.1813
1967,328452.9716
1968,664973.7603
1969,530898.0418
1970,699164.2298
1971,591174.4226
1972,510386.294
1973,316376.9983
1974,377349.6746
1975,788071.8595
1976,309341.5329
1977,400357.1692
1978,492749.5298
1979,390410.1673
1980,190604.8469
1981,400002.9121
1982,268737.5429
1983,242751.4911
1984,177222.8815
1985,228180.916
1986,232533.7949
1987,184807.9487
1988,191979.705
1989,213962.9156
1990,248294.6459
1991,240002.7395
1992,233427.1216
1993,185635.0988
1994,286517.9574
1995,203066.0436
1996,282245.8188
1997,378016.4301
1998,415060.8356
1999,307090.1744
2000,349441.232
2001,287213.1233
2002,304417.2589
2003,296089.0099
2004,301358.749
2005,288523.3238
2006,243344.0387
2007,282329.4702
2008,234109.6135
2009,195002.9523
2010,210982.1828
2011,164201.6034
2012,200523.7107
2013,194765.1064
2014,196615.0505
2015,220429.9546
2016,200002.3499
2017,215126.5271
2018,122501.7594
2019,144460.2533
2020,129080.3448
2021,122450.8207
2022,213393.7034
2023,152785.7557
2024,255456.5892
2025,470582.4841
2026,182955.2615
2027,157082.2609
2028,171649.7979
2029,177849.3021
2030,319877.7701
2031,301402.4751
2032,338894.7852
2033,326193.213
2034,176619.4339
2035,238255.7889
2036,208082.3584
2037,217569.5414
2038,340048.9684
2039,252054.4908
2040,505311.5039
2041,320435.4639
2042,226029.2405
2043,175537.0989
2044,197711.0489
2045,225545.3591
2046,150731.2914
2047,153063.0579
2048,144996.7852
2049,150193.2382
2050,197445.6296
2051,100637.4455
2052,134139.471
2053,156103.9436
2054,73559.39899
2055,174011.5624
2056,125078.9755
2057,127686.5485
2058,244209.5334
2059,151897.8926
2060,172575.013
2061,196798.012
2062,141787.1516
2063,107373.0656
2064,147036.8245
2065,138382.2841
2066,189352.0536
2067,130103.8002
2068,161028.6888
2069,77206.86068
2070,96396.02429
2071,92491.23906
2072,139779.2413
2073,148413.421
2074,198306.9642
2075,156437.22
2076,135485.0586
2077,151236.349
2078,138561.6256
2079,137801.1353
2080,118482.4697
2081,131319.9987
2082,127416.9353
2083,146363.4829
2084,105598.2463
2085,128029.2943
2086,150675.2642
2087,129155.7996
2088,103680.4269
2089,81195.55527
2090,127092.3707
2091,121158.7674
2092,132555.7631
2093,155800.4047
2094,140151.4945
2095,166035.9515
2096,75786.27778
2097,89609.56095
2098,162183.1109
2099,56768.97719
2100,94952.16617
2101,135198.2412
2102,132036.6093
2103,100042.5503
2104,141538.0239
2105,118236.1854
2106,82421.23601
2107,251320.7604
2108,122391.3126
2109,119912.586
2110,130075.915
2111,162352.3563
2112,147220.7494
2113,125912.4919
2114,107440.5486
2115,171102.2763
2116,126189.3604
2117,165618.2397
2118,138985.2678
2119,99434.97593
2120,116988.3681
2121,74677.84003
2122,96131.56028
2123,95664.69679
2124,220748.7015
2125,134576.5752
2126,179072.649
2127,146125.5764
2128,115632.0091
2129,110172.8366
2130,148959.6785
2131,184712.2245
2132,111714.0737
2133,120297.3437
2134,121555.2117
2135,92960.87286
2136,76762.95805
2137,131710.8467
2138,140233.1509
2139,172500.3352
2140,141205.3623
2141,145123.8667
2142,133424.4096
2143,137342.5293
2144,130431.702
2145,143399.4034
2146,166109.456
2147,171671.5555
2148,125683.6768
2149,154179.1161
2150,232532.9155
2151,122416.5694
2152,196151.4414
2153,171489.8326
2154,122176.1657
2155,144134.3922
2156,294637.7548
2157,262506.2762
2158,276978.2197
2159,255227.6828
2160,189994.5741
2161,271183.9665
2162,636368.6142
2163,428085.4458
2164,282049.2923
2165,184387.1253
2166,155324.2612
2167,242559.9675
2168,218243.3302
2169,215047.0618
2170,240503.7121
2171,146788.879
2172,151801.3119
2173,168689.6461
2174,267751.4543
2175,367873.8327
2176,393350.4232
2177,276405.4563
2178,240602.1782
2179,150790.5872
2180,253645.2044
2181,211219.6292
2182,242146.2466
2183,209186.6781
2184,139956.8972
2185,126076.4166
2186,157698.8917
2187,160482.2821
2188,169472.4136
2189,292610.4498
2190,84421.30694
2191,84127.72698
2192,106011.587
2193,116031.9485
2194,100767.9889
2195,115365.3821
2196,100854.6503
2197,118364.8893
2198,163180.0417
2199,172732.4337
2200,154759.0658
2201,165029.7969
2202,248883.9183
2203,182074.5881
2204,228433.1701
2205,133603.4991
2206,164940.5491
2207,235066.8366
2208,306130.9042
2209,234486.5156
2210,129300.4959
2211,124244.7973
2212,112502.419
2213,95386.7764
2214,137017.6723
2215,92756.91533
2216,165735.9729
2217,75785.71499
2218,75339.51461
2219,75987.51576
2220,66215.77985
2221,371207.1825
2222,290826.2729
2223,329028.4628
2224,230463.0535
2225,136353.2276
2226,190311.9966
2227,208366.354
2228,317514.2542
2229,275365.1801
2230,164536.0229
2231,239456.8077
2232,193344.8834
2233,187671.1002
2234,282836.211
2235,239196.1983
2236,314613.1707
2237,453808.9637
2238,239556.3786
2239,135685.7851
2240,177594.7501
2241,167747.4961
2242,135949.1434
2243,132109.4212
2244,102589.8501
2245,104057.969
2246,147435.0458
2247,112540.2292
2248,123512.7118
2249,133768.3051
2250,139723.0859
2251,146630.1555
2252,189092.0369
2253,167644.0157
2254,190766.999
2255,209323.9561
2256,205350.3666
2257,230404.5277
2258,192686.6253
2259,188242.4763
2260,175449.5542
2261,207193.48
2262,237278.0329
2263,426497.7065
2264,639885.6478
2265,220154.8061
2266,371346.9987
2267,553674.804
2268,464733.3565
2269,163473.5404
2270,200744.2688
2271,249764.1773
2272,218143.3593
2273,168533.478
2274,182816.1096
2275,185273.382
2276,193327.4489
2277,198928.2929
2278,151613.9065
2279,143595.7381
2280,118612.6277
2281,170835.3003
2282,206536.3654
2283,104235.4844
2284,117161.1072
2285,158823.0738
2286,130404.0865
2287,421003.0508
2288,318300.1717
2289,510910.63
2290,627444.291
2291,388985.1811
2292,537495.8702
2293,783776.1561
2294,537872.3391
2295,652914.9732
2296,296220.203
2297,358535.2517
2298,366896.5562
2299,510121.0032
2300,426625.6055
2301,319421.3448
2302,281668.1708
2303,269475.6369
2304,285298.3484
2305,193615.9027
2306,192460.4874
2307,200630.6501
2308,246118.7562
2309,336837.0113
2310,242663.668
2311,222022.1181
2312,202543.7201
2313,196861.2876
2314,192480.413
2315,190837.2908
2316,203289.7948
2317,203649.9643
2318,192374.2468
2319,195830.5283
2320,200971.2988
2321,257617.8056
2322,186070.003
2323,203314.3335
2324,189320.7163
2325,227926.5006
2326,184915.3066
2327,242810.3456
2328,259238.775
2329,197375.9339
2330,185825.4661
2331,440742.6461
2332,568907.1984
2333,385818.4641
2334,297803.2582
2335,296425.7212
2336,390015.5409
2337,217578.4875
2338,322942.2339
2339,260030.8865
2340,507258.3624
2341,244322.905
2342,264814.9092
2343,251606.2374
2344,272011.6425
2345,279900.5914
2346,239368.887
2347,215632.1072
2348,266619.0355
2349,193598.6105
2350,329012.2361
2351,271761.4476
2352,292067.8692
2353,275179.0118
2354,140834.1805
2355,175066.5606
2356,167072.8776
2357,215630.177
2358,215538.0055
2359,124662.8778
2360,117000.038
2361,143355.6751
2362,322092.1119
2363,142139.5968
2364,175030.8884
2365,245915.3842
2366,213665.3172
2367,241442.5968
2368,246175.6495
2369,236921.3276
2370,184239.688
2371,178747.8446
2372,210816.2127
2373,333159.8471
2374,370926.6438
2375,274229.1273
2376,332000.5148
2377,495001.3363
2378,136529.2036
2379,211783.8219
2380,150912.5183
2381,156142.7628
2382,204999.0045
2383,218217.1944
2384,280660.3814
2385,166194.7179
2386,144908.0039
2387,143325.2286
2388,119847.9168
2389,146249.1271
2390,154640.8733
2391,145171.5144
2392,117302.4103
2393,184699.4765
2394,160734.2337
2395,223067.9393
2396,143154.9207
2397,217411.6321
2398,135063.2588
2399,64207.36112
2400,47959.95886
2401,117043.4208
2402,138780.3369
2403,151599.3107
2404,152561.1104
2405,168914.9667
2406,154891.8686
2407,134090.2811
2408,135897.3219
2409,133908.2395
2410,187970.3785
2411,131955.9708
2412,161482.6638
2413,137492.6985
2414,149571.8414
2415,148254.8974
2416,134069.9774
2417,121653.132
2418,136076.8504
2419,138577.5635
2420,135871.7382
2421,150877.9476
2422,123163.7711
2423,134042.3147
2424,162627.9655
2425,248820.1427
2426,145749.2622
2427,131046.3991
2428,199796.5357
2429,122085.0326
2430,142489.9855
2431,128598.6603
2432,150538.2834
2433,151171.5271
2434,145123.4944
2435,157915.0183
2436,99600.00381
2437,112605.1116
2438,134501.6863
2439,107184.7491
2440,120914.7814
2441,117987.8654
2442,101748.7195
2443,115380.8883
2444,122666.068
2445,69126.29982
2446,118779.5786
2447,189413.5187
2448,140860.2562
2449,91140.14959
2450,145239.2978
2451,123621.8647
2452,220572.8692
2453,85132.01139
2454,132520.7512
2455,122583.4035
2456,144678.9519
2457,128716.251
2458,119885.2951
2459,103381.3873
2460,145201.9677
2461,109163.9746
2462,140723.5114
2463,122967.811
2464,173242.163
2465,127652.1704
2466,117431.5559
2467,150562.2036
2468,84733.46242
2469,92738.06837
2470,217507.8536
2471,240588.3606
2472,177015.4287
2473,128969.987
2474,109038.1775
2475,234956.3139
2476,118873.5723
2477,133617.1826
2478,183279.2862
2479,129319.0042
2480,162204.0799
2481,133464.9826
2482,135058.6743
2483,118546.6138
2484,123162.8351
2485,122987.4138
2486,167658.8386
2487,220840.9154
2488,170396.6686
2489,167702.0255
2490,162246.47
2491,82495.79069
2492,190424.5399
2493,148810.201
2494,178369.8407
2495,90007.50337
2496,278844.3328
2497,157116.1621
2498,118830.8907
2499,104558.7967
2500,125737.2973
2501,140840.3612
2502,166652.334
2503,92590.78749
2504,222658.0093
2505,256241.9269
2506,276645.6353
2507,339986.078
2508,274047.3355
2509,237820.6206
2510,258731.3796
2511,199091.9707
2512,225091.3027
2513,228613.4272
2514,251088.9045
2515,161369.6713
2516,173246.2683
2517,144759.1891
2518,161437.4809
2519,236720.2279
2520,222126.8247
2521,209546.4706
2522,248927.7372
2523,140604.8323
2524,153430.3529
2525,152835.2808
2526,144138.1845
2527,124499.5132
2528,136594.3783
2529,146250.8052
2530,124560.2043
2531,268258.3159
2532,251091.3471
2533,213009.394
2534,254311.1896
2535,375385.3366
2536,274840.2365
2537,246826.8366
2538,196354.7045
2539,210588.9371
2540,185642.9559
2541,202520.2122
2542,173034.0127
2543,138784.368
2544,123219.9799
2545,135186.7772
2546,137969.7566
2547,151894.3177
2548,148066.0071
2549,169702.0101
2550,1251695.202
2551,143237.0924
2552,129603.7094
2553,85858.76863
2554,111590.6061
2555,120389.7523
2556,112143.2434
2557,119010.315
2558,172089.0156
2559,152573.3461
2560,144750.0253
2561,149025.8223
2562,128094.8145
2563,147658.2979
2564,203172.7786
2565,132370.6951
2566,189711.262
2567,137405.0141
2568,221150.9121
2569,226054.8887
2570,129300.4959
2571,210986.8913
2572,187569.0355
2573,247741.1479
2574,320536.5478
2575,131234.1427
2576,132642.5422
2577,158433.4874
2578,80243.60136
2579,62239.75172
2580,142338.1572
2581,138169.8023
2582,118886.8682
2583,328131.4506
2584,169774.5728
2585,198711.2057
2586,229572.2502
2587,227153.5323
2588,168003.182
2589,157064.9811
2590,236943.4389
2591,225051.5728
2592,231034.4741
2593,277822.8383
2594,180462.5193
2595,236451.9459
2596,377425.3811
2597,204967.5126
2598,316893.6732
2599,362064.2796
2600,155469.0373
2601,149410.725
2602,89987.51719
2603,97361.1077
2604,89144.34661
2605,83614.86095
2606,150661.5355
2607,183538.462
2608,223498.1959
2609,157383.1077
2610,115863.101
2611,168388.0872
2612,160882.5631
2613,126163.4208
2614,127057.2301
2615,153871.0185
2616,154558.0461
2617,190170.5262
2618,256261.8916
2619,207292.8781
2620,194248.3474
2621,196049.3549
2622,194993.5483
2623,286298.486
2624,313617.6513
2625,386666.9598
2626,179119.4396
2627,192873.3236
2628,621833.333
2629,705916.5215
2630,430048.9533
2631,618542.9683
2632,597219.4578
2633,385041.6528
2634,505735.3112
2635,160148.1021
2636,195745.8319
2637,201003.933
2638,315277.7792
2639,226210.8171
2640,157387.3775
2641,111537.0125
2642,210918.0796
2643,104254.261
2644,135763.711
2645,100827.5832
2646,100103.0109
2647,106527.7634
2648,151025.9916
2649,145622.1545
2650,147908.7625
2651,150200.527
2652,582822.361
2653,292427.3796
2654,286481.2163
2655,460188.2872
2656,338995.9171
2657,419540.4203
2658,323278.7338
2659,362710.9474
2660,411950.9103
2661,377918.0034
2662,411947.5554
2663,316218.9268
2664,320924.4277
2665,386915.5473
2666,334176.5172
2667,187374.411
2668,206150.6371
2669,186847.0218
2670,335847.8482
2671,205520.9649
2672,201926.4622
2673,234687.0194
2674,234467.5642
2675,176264.6873
2676,206210.2613
2677,215808.1428
2678,297323.9718
2679,332518.4746
2680,317446.8198
2681,667539.9572
2682,427324.4659
2683,736717.3316
2684,362079.2723
2685,455256.254
2686,286432.3375
2687,405406.9793
2688,253058.6685
2689,231749.0241
2690,691797.4332
2691,202268.5399
2692,145903.7874
2693,206955.5972
2694,149991.5245
2695,210954.2054
2696,206759.0614
2697,195467.7332
2698,208372.0267
2699,188142.1499
2700,164584.9164
2701,170379.5598
2702,122576.5341
2703,139831.6282
2704,155124.045
2705,131858.4294
2706,117235.4777
2707,125780.6761
2708,144120.6915
2709,119489.4385
2710,136885.6303
2711,347160.7226
2712,503535.0494
2713,173906.6565
2714,160076.0467
2715,181722.9825
2716,160806.7356
2717,194447.8501
2718,247677.9413
2719,163031.3999
2720,184908.9794
2721,146364.7075
2722,156752.3058
2723,167388.8887
2724,132409.8277
2725,140225.9182
2726,148813.0579
2727,191939.1148
2728,167086.288
2729,157270.0276
2730,146672.1537
2731,126073.2178
2732,114005.2319
2733,171624.1665
2734,153155.7327
2735,136000.6004
2736,134653.108
2737,129600.0985
2738,147631.261
2739,178262.4389
2740,137579.2128
2741,152403.7811
2742,152691.7896
2743,149604.7454
2744,165385.0765
2745,155551.9973
2746,144169.5713
2747,156778.7631
2748,124964.3475
2749,139422.2614
2750,130877.8508
2751,137586.0492
2752,247784.3558
2753,168307.4712
2754,243087.1507
2755,120314.4223
2756,87373.94475
2757,77341.61292
2758,82535.57268
2759,152842.7159
2760,134547.0474
2761,158997.035
2762,151860.0224
2763,203187.9078
2764,161041.9572
2765,307780.4102
2766,132577.3942
2767,89703.59339
2768,132406.7521
2769,143880.8274
2770,173052.0457
2771,127435.5619
2772,131209.4976
2773,153358.0001
2774,139639.9678
2775,137059.3479
2776,140764.3771
2777,131108.2392
2778,118129.7778
2779,124135.1591
2780,108466.8373
2781,90945.66451
2782,79079.66962
2783,90134.26197
2784,126733.0446
2785,125004.64
2786,66461.33319
2787,119608.9579
2788,70957.41124
2789,209530.7204
2790,83723.71664
2791,120789.2323
2792,68863.02863
2793,195732.9456
2794,98130.22246
2795,116028.6204
2796,94744.04013
2797,238132.9449
2798,107566.009
2799,110636.9768
2800,72745.86175
2801,111340.0659
2802,151364.1989
2803,164002.0673
2804,140705.8769
2805,94836.02408
2806,96633.01989
2807,186413.1813
2808,154660.0328
2809,146529.0015
2810,138836.2049
2811,154234.889
2812,153383.2911
2813,151767.1432
2814,167003.1462
2815,117625.7846
2816,253046.6595
2817,152761.1815
2818,131162.9608
2819,156157.7648
2820,138437.2656
2821,120225.7439
2822,216398.1546
2823,282320.8087
2824,185750.018
2825,152336.0051
2826,136012.766
2827,148661.6581
2828,252342.5356
2829,198412.7068
2830,248574.2756
2831,209130.7806
2832,272541.612
2833,336070.2561
2834,225604.7549
2835,231028.4119
2836,209093.6192
2837,187667.5051
2838,158683.4721
2839,197404.1213
2840,216764.8759
2841,224767.6661
2842,245973.9579
2843,146033.7424
2844,173889.3673
2845,123894.8777
2846,230553.0105
2847,205301.404
2848,254645.5537
2849,225382.8732
2850,323448.5824
2851,289984.5754
2852,276624.9301
2853,260831.2463
2854,151618.3408
2855,230830.8863
2856,217592.875
2857,207259.5538
2858,235352.6995
2859,131059.5424
2860,137101.9325
2861,153817.9023
2862,205061.8407
2863,145150.5049
2864,296857.0959
2865,143078.0515
2866,157584.8437
2867,84999.23743
2868,125643.6837
2869,111370.1039
2870,157487.62
2871,108310.64
2872,56313.61031
2873,108978.4849
2874,149346.6977
2875,126419.4027
2876,171746.6455
2877,140001.4187
2878,188491.4169
2879,151017.9935
2880,119532.9093
2881,184534.1821
2882,187568.011
2883,218265.3279
2884,226711.7856
2885,208833.3967
2886,232350.0697
2887,110065.411
2888,127811.997
2889,52226.79967
2890,65868.72557
2891,152816.8393
2892,51177.51164
2893,108569.4575
2894,52908.45356
2895,366344.3011
2896,317266.7005
2897,225155.5373
2898,163308.1226
2899,258253.2652
2900,161937.5742
2901,250122.4092
2902,205531.2496
2903,413854.9492
2904,416753.7847
2905,97476.13299
2906,240406.004
2907,106364.8716
2908,134071.318
2909,155359.1964
2910,82934.66049
2911,89987.51719
2912,143473.3087
2913,94482.67918
2914,75049.96627
2915,75049.96627
2916,89987.51719
2917,185838.1413
2918,126942.8993
2919,267940.349
