LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtFinSF1,TotalBsmtSF,GrLivArea,FullBath,KitchenQual,Fireplaces,GarageCars,GarageQual,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,PriceSales
0.3575418994413408,0.045567786113253406,0.7777777777777777,0.9782608695652169,0.9500000000000028,0.6666666666666666,0.0,0.0,0.242198233562316,0.18903591682419657,0.5,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.20136092209415363
0.2737430167597766,0.043244759167075646,0.4444444444444445,0.6304347826086953,0.14999999999999858,1.0,1.0,0.2538653366583541,0.2743866535819431,0.2869145137576139,0.25,0.6666666666666666,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.18136369948618247
0.2178770949720671,0.028105354179812567,0.8888888888888888,0.9637681159420293,0.9166666666666643,0.0,0.0,0.2875311720698254,0.30637880274779195,0.2577189666036547,0.5,0.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3368976531037356
0.48603351955307267,0.0566407254200846,0.7777777777777777,0.9565217391304355,0.9166666666666643,0.6666666666666666,0.0,0.0,0.219234543670265,0.44486452425960926,0.75,0.6666666666666666,0.25,0.6000000000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.3806415775586724
0.5083798882681564,0.04467970740143495,0.4444444444444445,0.8840579710144922,0.75,1.0,0.5,0.0,0.2153091265947007,0.1602604494854022,0.25,1.0,0.0,0.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1528954311901125
0.29608938547486036,0.033803080230900465,0.4444444444444445,0.5942028985507246,0.6666666666666643,1.0,1.0,0.3024937655860349,0.2545632973503435,0.20226843100189035,0.25,1.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.164004999305652
0.26256983240223464,0.030951880156114886,0.4444444444444445,0.5869565217391308,0.9500000000000028,1.0,1.0,0.1822942643391521,0.20745829244357214,0.15185885318210457,0.25,0.6666666666666666,0.0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.10290237467018472
0.2458100558659218,0.022155226810628897,0.3333333333333333,0.6014492753623184,0.0833333333333357,1.0,0.75,0.0,0.0,0.17181264440243643,0.5,0.3333333333333333,0.0,0.0,0.6000000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.06540758228023887
0.35195530726256985,0.0343920166397906,0.5555555555555556,0.6739130434782616,0.25,1.0,1.0,0.1603491271820449,0.21354268891069678,0.20793950850661624,0.5,1.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.17372587140674906
0.5251396648044693,0.07293930683119493,0.4444444444444445,0.6304347826086953,0.14999999999999858,1.0,1.0,0.24114713216957603,0.2649656526005888,0.20877966813694598,0.25,1.0,0.5,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.18761283155117348
0.2905027932960894,0.036831896048049734,0.4444444444444445,0.804347826086957,0.5499999999999972,1.0,0.5,0.18628428927680796,0.1648675171736997,0.11552194917034235,0.25,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.15150673517567004
0.29111382681564246,0.03692537801771483,0.4444444444444445,0.7463768115942031,0.5,1.0,0.5,0.06982543640897755,0.1841020608439647,0.12686410417979416,0.25,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.13241216497708652
0.2737430167597766,0.031059384421229755,0.4444444444444445,0.6304347826086953,0.14999999999999858,1.0,1.0,0.04463840399002494,0.22571148184494602,0.1713925645872716,0.25,1.0,0.0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.14734064713234274
0.22346368715083803,0.029717918156535558,0.8888888888888888,0.9637681159420293,0.9166666666666643,0.0,0.0,0.11371571072319202,0.34386653581943083,0.29783658895190085,0.5,0.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.395778364116095
0.15083798882681565,0.05385496272406459,0.6666666666666665,0.9492753623188417,0.8833333333333329,0.6666666666666666,0.0,0.3369077306733167,0.2814524043179588,0.38122243226212976,0.25,0.6666666666666666,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.28438550201360924
0.35195530726256985,0.04578746874196639,0.7777777777777777,0.9710144927536231,0.93333333333333,0.6666666666666666,0.5,0.00598503740648379,0.3250245338567223,0.27767275782398654,0.5,0.6666666666666666,0.0,0.6000000000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2982919039022358
0.0670391061452514,0.014751454813152914,0.3333333333333333,0.3478260869565215,0.9666666666666686,1.0,1.0,0.0,0.14445534838076546,0.23482461667716864,0.5,1.0,0.0,0.0,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.10845715872795446
0.25139664804469275,0.03011054242912898,0.4444444444444445,0.6811594202898554,0.2666666666666657,1.0,1.0,0.19027431421446384,0.1874386653581943,0.13043478260869562,0.25,1.0,0.0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1278989029301486
0.27381463973642745,0.05874874383603262,0.5555555555555556,0.9057971014492754,0.7833333333333314,1.0,0.5,0.04538653366583541,0.15583905789990188,0.23860533501365255,0.5,1.0,0.0,0.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.19733370365227054
0.17318435754189948,0.02309004650727991,0.5555555555555556,0.4492753623188417,0.0,1.0,1.0,0.0,0.16015701668302257,0.17685360218441504,0.25,1.0,0.25,0.4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11054020274961811
0.49720670391061456,0.03352263432190516,0.4444444444444445,0.6594202898550723,0.21666666666666856,0.3333333333333333,0.5,0.02593516209476309,0.16015701668302257,0.10123923545473638,0.25,1.0,0.0,0.4,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.10429107068462713
0.26256983240223464,0.22889527682348268,0.8888888888888888,0.7898550724637676,0.6166666666666671,0.6666666666666666,0.0,0.4513715710723192,0.36153091265947007,0.31674018063432047,0.0,0.6666666666666666,0.25,0.6000000000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.48618247465629777
0.2178770949720671,0.027268690551309913,0.4444444444444445,0.6014492753623184,0.0833333333333357,1.0,1.0,0.09576059850374063,0.07536800785083415,0.21550094517958407,0.25,1.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.1320649909734759
0.441340782122905,0.0414826240388885,0.5555555555555556,0.6666666666666679,0.23333333333333428,1.0,1.0,0.12219451371571072,0.27968596663395484,0.22915353917244274,0.5,1.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.20219413970281908
0.016759776536312845,0.0062866624599780315,0.7777777777777777,0.9202898550724647,0.8333333333333357,0.6666666666666666,0.5,0.1618453865336658,0.19038272816486754,0.2951060701533291,0.5,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.19108457158727954
0.3798882681564246,0.04835354880927341,0.6666666666666665,0.9565217391304355,0.8999999999999986,0.6666666666666666,0.5,0.0,0.168792934249264,0.2911153119092627,0.5,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2244132759338981
0.25139664804469275,0.05787468741966393,1.0,0.9710144927536231,0.93333333333333,0.0,0.0,0.0,0.27674190382728164,0.5484141986977525,0.75,0.6666666666666666,0.25,0.6000000000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5608665463130121
0.2178770949720671,0.027577181051204748,0.4444444444444445,0.72463768115942,0.36666666666666714,1.0,1.0,0.15760598503740647,0.15309126594700687,0.09367779878176853,0.25,1.0,0.0,0.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1249826412998195
0.23463687150837992,0.05502348734487835,0.5555555555555556,0.9565217391304355,0.8999999999999986,1.0,0.5,0.23466334164588526,0.22728164867517175,0.17307288384793107,0.25,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.17094847937786423
0.2178770949720671,0.027577181051204748,0.4444444444444445,0.3478260869565215,0.7666666666666657,1.0,1.0,0.0,0.10402355250245339,0.16320100819155636,0.25,0.3333333333333333,0.0,0.2,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.09179280655464521
0.12849162011173187,0.024034214400897425,0.7777777777777777,0.9710144927536231,0.93333333333333,0.6666666666666666,0.5,0.00598503740648379,0.2688910696761531,0.2176013442554085,0.5,0.6666666666666666,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2327454520205527
0.16201117318435754,0.042066886349295375,0.6666666666666665,0.3550724637681171,0.0,1.0,1.0,0.0,0.11305201177625124,0.28901491283343833,0.5,1.0,0.0,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.14595195111790032
0.279759346798453,0.03774334525228446,0.6666666666666665,0.9057971014492754,0.7999999999999972,1.0,0.5,0.18428927680798005,0.20745829244357214,0.3570678428901491,0.5,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2563532842660742
0.30726256983240224,0.038752950524667554,0.7777777777777777,0.9565217391304355,0.9166666666666643,0.6666666666666666,0.0,0.0,0.22433758586849853,0.4492753623188405,0.5,0.6666666666666666,0.25,0.6000000000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.39175114567421193
0.30523315471439977,0.08693823178854379,0.6666666666666665,0.7101449275362324,0.6499999999999986,1.0,0.5,0.22743142144638404,0.38213935230618257,0.39340474690191135,0.5,1.0,0.25,0.4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.20149979169559784
0.28491620111731847,0.04377293229568347,0.6666666666666665,0.9492753623188417,0.8833333333333329,0.6666666666666666,0.5,0.25261845386533666,0.28518155053974487,0.24049569418189454,0.5,0.6666666666666666,0.0,0.4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26537980835995
0.1452513966480447,0.015461917782607679,0.3333333333333333,0.5289855072463769,0.0,1.0,1.0,0.0,0.1466143277723258,0.086746481831548,0.25,1.0,0.0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.06263019025135398
0.335195530726257,0.06680688962116432,0.6666666666666665,0.5869565217391308,0.04999999999999716,0.6666666666666666,1.0,0.15037406483790522,0.255937193326791,0.4102079395085066,0.5,1.0,0.25,0.4,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2639911123455076
